tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
fuck bangsat..!!!,,,,
@Kritik_Kpopers fuck you fuck you you bitch bitch bitch banci bangsat ayam kampus stupid dafuq dungu anjir bego,,,,
Apa maumu!!!! Fuck you fuck you you bitch bitch banci bangsat bitch fuck dafuq RT @Kritik_Kpopers: ini kpopers pada bacot yah.. fck! u.u,,,,
"BASTRAD :-/
I wannaby fuck you babby :-D
Go fuck go fuck :-D BANGSAT Luh :-D :-/",,,,
"Damn Bitch Asshole wkwk RT @bagus_666: Dear taro kepo bangsat ""@TaroCitcuit: Dear XL & M3 Bitch Please !! RT @bagus_666: Dear XL Fuck off ""@",,,,
Bangsat! Fuck youâ”ŒÐŸâ”�,,,,
Fuck. Bangsat,,,,
Anjenggg bangsat fuckfuckfuckfuck this shitt mannnn wtf seriously wtf wtf What the Fuck WAT THE FUCKKK,,,,
Bangsat. Fuck you rain.,,,,
"Fuck you too anak buah naskleng :D ""@Yoga_Unity7: HBD bos insane bangsat :D @getheyymaoonk GBU n fuck you always :)""",,,,
"@AY_DOExo LU FUCK, DF, ASSHOLE, BANGSAT, BULLSHIT",,,,
Ah bangsat. That's past! Only past! Fuck!,,,,
"Bangsat!apa maksud!Â¬_Â¬ ""@OkiSyauqi_1: @LitaRosanty fuck you""",,,,
FUCK THIS SHIT !!!!!! ARRGGHHHHH !!!!!!!!,,,,
Warnet Bangsat!!! Fuck Banget dah!!,,,,
Bangsat..fuck,,,,
These bangsat better learnt how to be a child lah . The fuck bawak anak pergi taman and anak duduk diam main henpon je.,,,,
"Like a bitch you are mother fuck... jancok asu bangsat naskleng anjing..... -_-""",,,,
"very fuck""@pandu_budiarta: Very bangsat""@dratii: you are very nsklg""""",,,,
Fuck you girls bangsat,,,,
@DesyitaSafira we bangsat jangan bajak AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ tai babi fuck !!!,,,,
Bangsat. The best aktor. Fuck u,,,,
"Bangsat nn Melki Mumpel !
What the fuck !",,,,
"bangsat akun twitter q d'hack, fuck :-@",,,,
bb php banget bangsat fuck,,,,
RT @baekselca: BYUN BANGSAT BAEKHYUN WHAT THE FUCK IS WRONG WITH YOUR HAIR PLS HAHAHAHA  pic.twitter.com/UOpNRa6ydd,,,,
BYUN BANGSAT BAEKHYUN WHAT THE FUCK IS WRONG WITH YOUR HAIR PLS HAHAHAHA  pic.twitter.com/uIBjfLKUbm,,,,
Fuck chitter bangsat  pic.twitter.com/cPMEIypILk,,,,
Anjinggg bangsat fuck universee,,,,
JANCUCK...FUCK...BANGSAT...!!!!,,,,
fuck yeah njing !! RT @wisnu_julinata: Fly to night don't stop chersss :* RT @KevinSutra: bangsat anjing! RT @wisnu_julinata: Gak ada (cont),,,,
bangsat. fuck !!!!,,,,
MOS bangsat fuck,,,,
"Bangsat,setan...fuck",,,,
"good bye hri bangsat.. xD
fuck shit lets party.. :p",,,,
"Anjing , bangsat , babi , asu , .
Fuck fuck fuck fuck",,,,
"one thing i hate about my friend's lecturer is, he say all Malay are BANGSAT. fuck ah.",,,,
bangsat mcm backpack sekarang pengen bic4 pengen bap recording take 3 the fuck will happen with my money :((((,,,,
"Oh mlysia we love u! Oh FAM we fuck u!
#FAM #BANGSAT",,,,
Fuck!Bangsat!,,,,
Anjing! Tai! Bangsat! Tot! Fuck! I hate my life for sure!,,,,
â€œ@MYRAAOHHMYRAA: who is iman to you ? â€” iman is a kepale bangsat hahahaha  http://ask.fm/a/4jmq3hgcÂ â€� fuck you!!!,,,,
The Bangsat moment is when you want to masukin foto ke hp use usb kabel and tiba tiba mati lampu and your memory handphone ke format! Fuck,,,,
FUCK BANGSAT !,,,,
Fuck bangsat anjing bitch!!,,,,
"BANGSAT WKWWKKKK RT @yogakusumawarda: Fuck your nose @Abong22: Fuck your face""@yogakusumawarda: Fuck your side!",,,,
@LyddiaChann WHAT THE FUCK WITH YOU ASSHOLE -___-,,,,
BANGSAT...fuck..,,,,
"Bangsat!! ""@Hnfzki: Fuck you god!! ""@aditwisnu2: Mother fucking men!! ""@Hnfzki: Stand up and scream!! ""@aditwisnu2: Oh my god!! ""@Hnfzki: Fu",,,,
fuck fix fuck kelobang bangsat,,,,
Brazil bangsat fuck sake.,,,,
Dan spain bangsat pun frustasi *david luiz the best .. Fuck to barcelona,,,,
"Bangsat lu :) RT @heeyeol18: my sunbae in life :-) RT @0nlytears Fuck you mimi sia""",,,,
"Fuck""@Mehonkkk: Bangsat""",,,,
Fuck.....fuck.....fuck bangsat,,,,
fuck yeah !! aya bangsat,,,,
"@Rappy_dName @amirulanwar9 fuck off x best, best la bangsat",,,,
"fuck off! RT @linamulantika: Dih RT @RinaldiFCH: Fuck yeah! RT @linamulantika: Inal bangsat!!!""""",,,,
Preman ci ?? RT @AnggaCruzer: Fuck shatt RT @EkaSucitaYasa: Bangsat shit RT @AnggaCruzer: Fucking shit,,,,
Fuck shatt RT @EkaSucitaYasa: Bangsat shit RT @AnggaCruzer: Fucking shit RT @EkaSucitaYasa:,,,,
"Fuck yeah! RT @linamulantika: Inal bangsat!!!""",,,,
"You beybi bagong ""@Sellais: You you you you amit-amit jabang beybi!!""@Nandianti: You tai you setan you babi you bangsat ""@Sellais: You fuck",,,,
"You you you you amit-amit jabang beybi!!""@Nandianti: You tai you setan you babi you bangsat ""@Sellais: You fuck you cemen!!! Huh ... huh:p""""",,,,
"You tai you setan you babi you bangsat ""@Sellais: You fuck you cemen!!! Huh huh huh... huh:p""",,,,
"Bangsat juga :)RT @mohamadrifqis: Bangsat maneh ""bintang1095: Fuck you too :D RT @mohamadrifqis: Fuck you",,,,
Hahaha game final tapi guna reff FAM?? Wht the fuck FAM BANGSAT?!!!,,,,
Suntala anjink bangsat fuck yoU ShIiT,,,,
bangsat 3jam bray!!! fuck!!!,,,,
Bantay RT@arsya_balqis Bangsat! #fuck!,,,,
RT @_ridwan21_: PLN bangsat go home and fuck you self !!!!,,,,
PLN bangsat go home and fuck you self !!!!,,,,
"Bangsat hari sabtu....its real monster day...... fuck,suck",,,,
"Jing AM gua bangsat, fuck!!!!",,,,
"@volvospann dulu"" ini bangsat !! you mother fuck bitch !!",,,,
Anjing bangsat biadab kampret fuck wtf wth bullshit bitch,,,,
"FUCK!!!!!!!!!!!! Tahi lu bangsat, FUCKYOU!!!!",,,,
Bangsat gigi fuck ank arem,,,,
"__KePaRaT  

BaNGSaT
FUCK yOU",,,,
Fuck . Inget sentral itu fuck! Bangsat! Fuck,,,,
"Fuck you@RiesOscar: This is song!! I just wanna say Thank you friend RT @joekistme: Bangsat loe RiesOscar: Kamu boleh cium aku""",,,,
"you all that I only see my ugly, please you all my good look, 

hahaha :D you all like dogs

FUCK !!! BANGSAT",,,,
"Bangsat,fuck  (n) >.<",,,,
"Kampret, anjing, bangsat, monyet, babi, setan, shit, damn, gtfo, stfu, omfg, soab..... Fuck You ex-BestFriend -rl. Sorry ye",,,,
"Bangsat ! Cang sing trime , klg fuck",,,,
Bangsat viking anjing  fuck men RT @hafidzulrahman: wahahaha AgiBondan: Fuck you #PersibDay RT,,,,
ÆªÆ± Æ®ÂªÊŠÌˆÌ‡ bangsat.. Ç�â€ Æ² ÆªÆ±.. #fuck man..!!,,,,
FUCK!! BANGSAT!,,,,
Every one who didnt kno about kb they thinks like' thats great school' after they school in kharisma bangsat they said' fuck shool wtf (c),,,,
Galak bener bang:( RT @Alanyuza: Fuck you.shit always come from ur mouth.bangsat.once a jerk always be a jerk,,,,
"Knp lo dap?""@RadenvaM: Shit!fuck!bangsat!bastrad!asshole!bitch!fuckoff!""",,,,
Shit!fuck!bangsat!bastrad!asshole!bitch!fuckoff!,,,,
"Emg bangsat lo 

fuck you",,,,
"Emg bangsat lo 

fuck you",,,,
fuck. you..... bangsat,,,,
teman menjadi bangsat fuck youu bitch!!!!,,,,
"Bangsat! I love it haha RT""@agitsuck: Not in and not out stil the same !! So fuck off""",,,,
"Nahhhh, fuck youhhhh ""@riiskaayudhiia: Fakkkkkk ! ! Bangsat ! ! !""",,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
Bangsat Loo Anjing!!! FUCK!!! @jesongggg,,,,
"Bangsa pecundang ! Fuck you !
 Bangsa pengecut ! Fuck you !",,,,
Bangsat#fuck,,,,
BANGSAT~Fuck,,,,
@zikryamei fuck you back lah bangsat,,,,
Bangsat Lo Unfollowers #fuck,,,,
Full time. Seri. Ref bangsat fuck!!,,,,
"the jack bangsat,,the jack anjink,,the jack babi,,     FUCK THE JACKJING",,,,
Bangsat fuck!,,,,
"Asli fuck bangetlah buat the jack AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ (Ë˜Ì€^Ë˜Ì�Ò‚)Ò§ ""@echaryder: kampungan dan nora tah suporterna :@ RT @YogaPerwira_: Bangsat b",,,,
@dikimilo05 @yuridistia I DONT CARE WHO YOURE!! SUPPORTER persija ITS ANJING! FUCK YOU BANGSAT,,,,
bangsat FUCK ..... !!!!!!!!!!!!!!!!!!!!!!!!!,,,,
Fuck all anjing sia the jack. Bangsat the jack babi. â”Œâˆ©â”�(â—£_â—¢)â”Œâˆ©â”�,,,,
"Wolas bree wolasss""@canigia9: anjing bangsat thejack .. maen baledog wae . FUCK THEJACK""",,,,
anjing bangsat thejack .. maen baledog wae . FUCK THEJACK,,,,
The jack bangsat rongsok fuck!,,,,
The jack bangsat fuck off,,,,
THE JAK BANGSAT !! KEHED !! FUCK !! FUCK !! FUCK !! FUCK !! FUCK !! FUCK !! FUCK !!,,,,
"#TheJak BANGSAT ,FUCK FUCK",,,,
The Jack Anjing Bangsat Fuck,,,,
fuck lah the jak bangsat,,,,
"The Jeck monyet ,Bangsat ,iblis ,Anjing !!!!! FUCK GOBLOK THE JECK",,,,
"ANJING BANGSAT RT @OSB_Brigade: Fuck off them!!!  pic.twitter.com/Fu0lnyhjpU""""",,,,
Bangsat as hell.... delay 1 hour. fuck,,,,
oh geez >_< RT @YooHwa94: huwaaaaa fuck >< RT @gyuyomiN: wah bangsat!!  http://twitpic.com/cygwrwÂ ,,,,
fuck viking bangsat,,,,
"BANGSAT !!! YANG BLOCKIR FACEBOOK GUA ....

FUCK",,,,
Indonesia Fighter Cyber was Here -->  http://kemudiharta.my/Â  Fuck Malaysia Bangsat !! #OP Malaysia,,,,
School was fuck and bangsat !!!!,,,,
Knp es? RT @ranggadityaa: Fuck day ever! bangsat,,,,
Fuck day ever! bangsat,,,,
Bangsat!! Sd card gua ilang...fuck this day...,,,,
"BANGSAT..
Cuman bikin sakit hati and pusing..
TAI...
      Fuck  å‡¸(>â•­â•®<)å‡¸",,,,
"yeeaaaah RT @alamtrez_17: Bangsat RT @Febri_Rahmadani: slamat ultah coy @alamtrez_17 ,, Fuck Youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",,,,
"Bangsat RT @Febri_Rahmadani: slamat ultah coy @alamtrez_17 ,, Fuck Youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",,,,
Selamat sore bangsat negara @mnazar78 .....  Fuck you !!!!!!!,,,,
"Fuck ""@dwikwahyunii: Bangsat!""",,,,
"Fuck off damn it .ijazah kapan ?""@dejansandria2: bangsat! haha RT rizkytanaka: But you stupid my friend ( >_>) ""dejansandria2: you crazy :p",,,,
X gune tapi kena bayar..what the fuck! Celcom BANGSAT!!,,,,
"Yes, of course. You is the fuck ""@GazeProBJM: No, I Just know a Bitch do you know FUCK ?@Naufalgopal You know bangsat? ""@GazeProBJM: lu yg",,,,
"No, I Just know a Bitch do you know FUCK ?@Naufalgopal You know bangsat? ""@GazeProBJM: lu yg gaje :v RT @Naufalgopal Gaje ai-__-",,,,
"bangsat, anime episode 1 mp4 40mb???? r u fuck*ng kidding me!?!?!",,,,
BANGSAT BANGET! Haha fuck,,,,
"Fuck you too RT""@toni_barker21: Buat yg over protectif fuck you lah bangsat. Hahaha. Kasian""",,,,
Kampung bangsat fuck you!,,,,
@haluslaweh FUCK! bangsat btol hahaha.,,,,
Bangsat!! Fuck lo!!,,,,
"` Slank Bangsat 'FUCK
#Iwan Fals",,,,
"Fuck you, bangsat!!",,,,
@sulthooon fuckbangsat -___________-,,,,
fuck bangsat,,,,
fuck for you kaka ipar bangsat /m\,,,,
bangsat FUCK !!,,,,
Take them all take them all and put them up against wall and shoot them take them aaaaalll huwaaaak fuck fuck bangsat bangsat *banting asbak,,,,
Fuck auto correct la. Cb. Bangsat,,,,
"Asuuuu..!
bangsat k0 yach.!
Jancok..!
Fuck you..!",,,,
fuck lhoo.. bangsat..,,,,
"fuck yeah, hail the bangsat :P RT @ben_joge: @gemil_marley @diansampon @feriametiap anggota 1/1 hadir Bung Gemil. The Bangsat. :))",,,,
"the bangsat moment , fuck !",,,,
PHO lo bangsat!!! Fuck!! Shit!!,,,,
"Bangsat ah, fuck",,,,
"Nothing RT @ory_oka: What The Fuck ? RT @zikrilazuardi: Alay kau RT @ory_oka: Packing Demi Masa Depan,,,,",,,,
Bangsat !! FUCK TOD!!,,,,
"I Want Your stabbed From Behind Because You're Taking Me Couple   fuck yuo 

# Fuck yuo Buat Si Bangsat -_-",,,,
Anjink bangsat. Fuck you jentel man,,,,
Bangsat ah >:O FUCK!,,,,
Bangsat punya #markzuckerberg fuck you! Tiru twitter! Hashtag fb so damn lame! Think a new idea lah mother f!,,,,
"anjing lo.taii lo.bangsat.ngepet.bodo""@triztaniapobi: Shit.damn.double crap.holy fuck!!!""",,,,
cowo bangsat ! fuck,,,,
Fuck 20 surah bangsat,,,,
Bete gua bangsat!!Fuck!!!,,,,
"089604485758
No cwe bangsat
Fuck !!!!",,,,
Please changed our english lecturer. Fuck cina bangsat.,,,,
fuck everyone!!! fuck everything!!! fuck anjing bangsat!,,,,
Angkot batak bangsat banger!!!son of bitch fuck!!!!!,,,,
"""@rizkimrw: RT""@nopioongs: Bangsat. Fuck""""",,,,
"RT""@nopioongs: Bangsat. Fuck""",,,,
"#bete bangsat sama loe , fuck",,,,
Bangsa pecundang ! Fuck you !,,,,
pria bangsat !!!! fuck,,,,
Fuck ! Bangsat banget !,,,,
"tinggal b.indo aja , anjing bangsat :;D RT @HilmiFuckingMF: immampzsantoso You shut the fuck up bitch! Hahaa :D",,,,
TOD lah RT @dimsJr: Fuck bangsat @annisassahra: Fuck lah!!!!!!,,,,
bangsat! Fuck!,,,,
Fuck bangsat,,,,
Ashman memang bodoh la . Fuck fuck . Bangsat !,,,,
fuck yang hack twitter ku >:O !! #BANGSAT,,,,
@cherybelleindo bangsat lo!!! fuck you!!!,,,,
AH BANGSAT LAHHHRT @soysauce95: FUCK FUCK FUCK KINGDOM HEARTS 3 FOR PS4 FUCK,,,,
"bangsat ,shitt fuck me",,,,
"No! Just say shut the fuck up! xD ""@shahrizalkamil: May I say 'bangsat' in front of your face?
huh!""",,,,
"tes bin cepokâ€œ@alit_chuamed: Bangsat""@Panditwiguna: fuckâ€œ@alit_chuamed: Tes @Panditwigunaâ€�""â€�",,,,
"Bangsat""@Panditwiguna: fuckâ€œ@alit_chuamed: Tes @Panditwigunaâ€�""",,,,
â€œ@Angga_BeatDown: Bangsa Pecundang . FUCK YOU !â€�,,,,
Fuck bangsat,,,,
Bangsa Pecundang . FUCK YOU !,,,,
Thanks for today rian bangsat traada kabar sama sx Fuck~,,,,
need you QT @FahaadReza: FUCK YOU! RT @UtiqcAmry: bangsat QT @FahaadReza: bbbbbbbbbbbbbbbb RT @UtiqcAmry: aaaaaaaaaaaaaa,,,,
FUCK YOU! RT @UtiqcAmry: bangsat QT @FahaadReza: bbbbbbbbbbbbbbbb RT @UtiqcAmry: aaaaaaaaaaaaaa,,,,
"SMASHBLAST Bangsat ... Fuck ,.
#Smashblastdamn",,,,
Fuck fucker .. Shit .. Mcm bangsat,,,,
"Yes""@LindaCiitra: What the Fuck ? RT @GusDjelantik: Pengen deh teriak BANGSAT keras"" !""",,,,
ebuset bangsat ! goddamn fuck you !,,,,
fuck you!!!!! i hate youu!!!! #bangsat,,,,
Bangsat !! Fuck !!,,,,
"Astagfirullah""@gsgarin: Mother fucker. Fuck fuck fuck, dam!! ""@HanifAndri: Fucking damn asshole bitch...""@gsgarin: lonte bangsat anjing kima",,,,
"Tiiittt! ""@gsgarin: Mother fucker. Fuck fuck fuck, dam!! ""@HanifAndri: Fucking damn asshole bitch...""@gsgarin: lonte bangsat anjing kimak!!!",,,,
"Mother fucker. Fuck fuck fuck, dam!! ""@HanifAndri: Fucking damn asshole bitch...""@gsgarin: lonte bangsat anjing kimak!!!""""",,,,
"but it's not me,i'am not bangsat ok._. @MifthlKhair Anak zaman skrng bngst"" kok ""@arlanramadhan95: what the fuck man,this org durhaka",,,,
"Fuck , LOL , bangsat :D @JawabJUJUR",,,,
"Fuck , LOL , bangsat @JawabJUJUR",,,,
fuck for you ! bangsat,,,,
"Miss u too fuck :,)""@iqbal_IDHC: @Imntania_  miss bangsat 3-|""",,,,
Fuck you.. . #bangsat,,,,
"Fuck khey,, bangsat !!!!",,,,
Try Bangsat RT @autocorrects: I literally say fuck so often Iâ€™m starting to think we need a new word thatâ€™s more offensive than fuck.,,,,
RT @pikbors1: PHP bangsat!fuck,,,,
Fuck you bangsat !!!,,,,
Leader bangsat anjing !! Fuck,,,,
Lagi-lagi sakit lagi. Bangsat! Why can't people just keep their germs and viruses to themselves and leave me well the fuck alone,,,,
"Bangsat, im not asking u fucking anything any fucking more u fuck",,,,
"bangsat""@IlhamBaihaqi89: Fuck you =D @guno_titan: nda papa""â€�@IlhamBaihaqi89 :Home, why? @guno_titan: dimana kmu",,,,
Fuckbangsat!,,,,
BANGSAT LAH CAN I GIVE YOU A FUCK RT @bigdaddyid After School will performs in M COUNTDOWN Halo Indonesia on July 3 at MEIS. #MCoundownINA,,,,
"*UNMOOD
*MOODBREAKER
*FUCK
*FREAK
*BANGSAT 
#!!!!!",,,,
dsar cwo bangsat fuck for you,,,,
Fuck bangsat !!,,,,
"Dompet hilang, bangsat ! Fuck !",,,,
"if 'celuphh' in user:                     self.send(self.ycl,'go fuck your self bitch!') // demi kenyamanan nusa dan bangsa :))",,,,
You know fuck? Fuck itu bangsat! Jahanam! Anjing! Babi! Keparat! Kimak! Asu!,,,,
"RT @Paan_Fauzi: @IrfanShafie bangsat sape ckp fuck uh -,-",,,,
goddamn hahaha. RT @Heygitskeey: StfuRT @togar7091: what the fuck? RT @Heygitskeey: Bangsat,,,,
Epy bangsat emang! Fuck!!!,,,,
what the fuck you man !!! what are you doing ! :( bangsat loe ! >:O,,,,
Bangsat !! FUCK !!,,,,
ANJEEEEEEEEEEEEEEEEEENGGGGGG!!!! Game of Thrones s03e09 BANGSAT ANJING! FUCK FUCK FUCK!!! #MindBlown!!!,,,,
"Apa kau bangsat""@Wanpakour: I fuck you.RT"" @DxnixL_ Esok start diet. Bye lemak, i dont love you & i hate you.""""""",,,,
What the fuck #bangsat_banget,,,,
***** bangsat!!fuck!!,,,,
RT!! @Dhikalicious: ARYA WIGUNA BANGSAT! FUCK!,,,,
aparat aparat bangsat FUCK FUCK FUCK,,,,
Bangsat !!!! Fuck,,,,
Tai bangsat fuck damn bitch â”ŒÐŸâ”� (â–º_â—„ )â”ŒÐŸâ”�,,,,
Thx mom I just went home and you start rapping at me its totally double wow #Fuck #KTL #PPK #Bangsat #Astaghfirulloh -_- #Lonte,,,,
Fuck off !! Bangsat !!!!!!!,,,,
Bangsat pending (`0^)# fuck,,,,
anjg bangsat keparat shit fuck......... /CRAZY/ yeah u can call me crazy ,,____,,
Fuck you bangsat â”ŒÐŸâ”�,,,,
Fuck bangsat!!!,,,,
BANGSAT lawas mhadange mdownload.. di gagal'akan... FUCK !! BITCH PLEASE!,,,,
bangsat!!Fuck!!!!!,,,,
fuck you loe bangsat,,,,
"Aaaahhhhhh... MOM, YOU ARE FUCK...! Bangsat! I HATE YOU!",,,,
fuck johor !! johor bangsat !!!,,,,
Fuck bangsat,,,,
@redza_boy bangsat ckp  nk dtg fuck off.,,,,
Bangsat fuck...,,,,
"â˜¹ RT @ajengsiregar: sebut saja ""bangsat"" wkwk RT @depinatasya: Don't cry!just say""fuck you""and smile.""""",,,,
"sebut saja ""bangsat"" wkwk RT @depinatasya: Don't cry!just say""fuck you""and smile.""",,,,
"Bangsat yang aii ajg RT @Rizky_0105: @rizky_0105,@yunitafrds. Fuck for today !!!!!",,,,
"damn, dog, fuck, you, in english ""@dewa_rangga: Kleng! Cicing! Bangsat! Pirate!!""",,,,
"bangsat kena hack trus, fuck fuck",,,,
"A.C.A.B = Arema Cacad Anjing Bangsat
Fuck",,,,
"fuck internet connection babi, wireless cam bodoh. bangsat!",,,,
Fake agent bangsat fuck !!,,,,
wuits.. woles bro RT @yayan_wota: #bangsat fuck fatonah..,,,,
#bangsat fuck fatonah..,,,,
When streaming I be bad girl all I said is : shit fuck bangsat aaakk,,,,
bangsat lo.!!!! RT@aldofbryg_  fuCK..!!,,,,
Bangsat.. Fuck you !!!,,,,
Screw it RT @adamcrpt: #pasuminvasion fuck it lintaslah cepat sikit bangsat.,,,,
"riweuh bangsat. . who do you think you are..i do whatever i want to do.. never telling me to do something again..fuck
#DL",,,,
"FUCK YOU !!

BANGSAT LOE !! :@",,,,
Fuck you. Bangsat,,,,
27?happy failed anniversary cowo BANGSAT :* ! HAHAHAHA fuck you yeah!,,,,
"BAD DAY EVER, FUCK.. BANGSAT",,,,
Fuck U MR. DONO(bangsat),,,,
JDT ITU BANGSAT ! Fuck fuck fuck !,,,,
"FUCK YOU BITCH (n)

#BANGSAT",,,,
Php bangsat!fuck.,,,,
Be mine maybe ? . What the fuck with your tweets . Bangsat .,,,,
"@aryawigunaadhip @nabilahjkt48 @sonyajkt48 @vejkt48 ANJING FUCK YOU JAHANAM GO TO THE HELL @AryaWigunaAdhiP, BANGSAT *JAHATMODEON",,,,
"polisi bangsat , fuck fuck fuck",,,,
"Hey bangsat, gua lg gapunya duit. RT @olobersyko: Have you took advantage of this mad as fuck sale yet? 1 day left!  http://instagram.com/p/Z0TDnzyDp5/Â ",,,,
Fuck bangsat,,,,
"Hanyinggggg bangsat dan maling ,fuck fuck",,,,
"what the fuck !!! 
BANGSAT",,,,
Bangsat ! Fuck,,,,
"You anjink
you bangsat
you racun
you tai
you bejad

#fuck_IE'modar",,,,
i fuck you . When u look so bangsat !,,,,
"BACOT LU BANGSAT !!! RT @BangBen89 : gahar bangat "" @DJ_Wisnu_ What The Fuck",,,,
@dana_krisna Bangsat kaee Anjinkkk rabies fuck the slut !!,,,,
SM BANGSAT FUCK!!!!!!!!!,,,,
Fuck ini bangsat.,,,,
"Fuck off !! Wanna see my switch hardflip ?â€œ@arunksamudra: @MHMthambrin my finger is with my brother yanta bangsat , your trick is bad !!!!!â€�",,,,
bangsat loe boy (T) !! Fuck you >:o,,,,
Sial! Bangsat! Oh fuck you boys!,,,,
"""fuck shit dork bopung damn jerk bangsat biadab"" special nickname for them #5YearsWithSHINee",,,,
Sia bangsat yep fuck! :p @YepiYulinarK,,,,
@aldy_septa fuck bangsat,,,,
"fuck you for my brother.
brave only in fb, come here if you man. dont in fb.
Bangsat.",,,,
LO BANGSAT !!!!! FUCK !!!!!,,,,
"cowo BANGSAT
fuck for you boy..

#devin.,",,,,
@CilungStyo what the fuck.ahhh bangsat begaya serius goblok,,,,
Fuck bangsat,,,,
fuck you bangsat @OncukMetalHead,,,,
"Bangsat #test @bangkiterawan: Setaaann #test RT @Ijayfajar: @bangkiterawan. @zalizhali. Fuck u | #test""",,,,
Ah ! Bangsat ! Fuck ! >:O,,,,
Lo Lo Lo bangsat !! Fuck the Man,,,,
FUCK FUCK FUCK FUCK FUCK FUCK FUCK ANJING BANGSAT !,,,,
@azheuer FUCK FUCK FUCK FUCK FUCK FUCK FUCK SALAH FUSE APPAREL BABI BANGSAT FUCK FUCK FUCK FUCK,,,,
"keparat bangsat bajingn
for you
fuck",,,,
"twitter bangsat ndk serru kyk di facebook . 
fuck you twitter",,,,
"RETWEET""@febrysucianti: BETE BANGSAT. BOSEN SANGAT!!! AAAH FUCK""",,,,
@iwankecik1 haha fuck. Diam bangsat,,,,
BANGSAT *FUCK,,,,
"Fuck!!!
Bangsat!",,,,
"Fuck you vor nn,bangsat le",,,,
Fuck @aziznyinyir bangsat,,,,
Kampret!!! RT @DmsJstR: Bangsat !!! RT @Ubay_saputra: Fuck fuck!!!,,,,
Bangsat !!! RT @Ubay_saputra: Fuck fuck!!!,,,,
"Whay ? You crazy man,, fuck RT @kadekdodick7: @alit_nyawan mesiat pok mai bangsat",,,,
Bangsat anjing FUCK (â€¾â–¿â–¿â–¿â€¾Ò‚)Ò§,,,,
Bored as fuck #art #penart #tree #bosen #seni #ngawur #bangsat #anjing  http://instagram.com/p/ZjqBodALlP/Â ,,,,
@rachmat_sandy : Bangsat lu! What the fuck!,,,,
fuck you mother bangsat!!!!! â•­âˆ©â•®(ï¸¶.ï¸¶ãƒ¡)â•­âˆ©â•®,,,,
mcm bangsat ! fuck you ! double fuck to you ! shittt ! arghhhhhhhhh !,,,,
"Bangsat! :) ""@iskandardizzu: Cum shooott!! ""@Lovihandiani: Fuck me gently, scum..!!""""â€�",,,,
